Geographic Area,City,percent_completed_hs,Median Income
KS,Haviland city,91.3,40341
KS,Hays city,94.5,42976
KS,Haysville city,91.7,53996
KS,Hazelton city,91.1,48864
KS,Healy CDP,90,54583
KS,Hepler city,77,33125
KS,Herington city,91.3,34620
KS,Herndon city,88,38125
KS,Hesston city,99.3,59646
KS,Hiawatha city,94.1,37794
KS,Highland city,92.4,40625
KS,Hill City city,93.4,38264
KS,Hillsboro city,84.2,45250
KS,Hillsdale CDP,92.6,(X)
KS,Hoisington city,86.6,42452
KS,Holcomb city,81.6,65521
KS,Hollenberg city,81,38125
KS,Holton city,91.5,38938
KS,Holyrood city,95.5,46500
KS,Home CDP,100,(X)
KS,Hope city,91.5,46023
KS,Horace city,86.5,46042
KS,Horton city,89.4,31563
KS,Howard city,91.3,35000
KS,Hoxie city,87,50096
KS,Hoyt city,93.2,48125
KS,Hudson city,89.5,47500
KS,Hugoton city,83.3,53533
KS,Humboldt city,89,34875
KS,Hunnewell city,82.2,(X)
KS,Hunter city,100,31250
KS,Huron city,69.8,(X)
KS,Hutchinson city,87.6,42350
KS,Independence city,89.5,40957
KS,Ingalls city,94.6,56458
KS,Inman city,84.1,41341
KS,Iola city,89.8,29935
KS,Isabel city,93.9,55179
KS,Iuka city,84.7,61875
KS,Jamestown city,88.2,39167
KS,Jennings city,83.5,47500
KS,Jetmore city,92.9,47143
KS,Jewell city,91.6,37500
KS,Johnson City city,79.2,40938
KS,Junction City city,91.5,44203
KS,Kanopolis city,82.7,40156
KS,Kanorado city,63.1,36719
KS,Kansas City city,77.8,38749
KS,Kechi city,97.3,85179
KS,Kensington city,88.3,30000
KS,Kickapoo Site 1 CDP,56.5,30833
KS,Kickapoo Site 2 CDP,100,33750
KS,Kickapoo Site 5 CDP,92.5,29583
KS,Kickapoo Site 6 CDP,100,-
KS,Kickapoo Site 7 CDP,93.3,23333
KS,Kickapoo Tribal Center CDP,89.3,40000
KS,Kincaid city,84.5,21786
KS,Kingman city,85.5,43871
KS,Kinsley city,80.9,42917
KS,Kiowa city,88.3,47813
KS,Kipp CDP,100,-
KS,Kirwin city,93.4,31250
KS,Kismet city,82.4,51944
KS,Labette city,81.6,40625
KS,La Crosse city,89.9,30964
KS,La Cygne city,85.8,46667
KS,La Harpe city,87.2,34500
KS,Lake Quivira city,99.1,137917
KS,Lakin city,79.4,55000
KS,Lancaster city,96,52344
KS,Lane city,91.5,31364
KS,Langdon city,80,18750
KS,Lansing city,89.7,79135
KS,Larned city,90.6,37352
KS,Latham city,86.7,34375
KS,Latimer city,92.9,50625
KS,Lawrence city,95.2,46406
KS,Leavenworth city,90.8,52785
KS,Leawood city,99.2,139384
KS,Lebanon city,85.4,27500
KS,Lebo city,94,48472
KS,Lecompton city,88.6,46103
KS,Lehigh city,96.5,65625
KS,Lenexa city,95.5,75954
KS,Lenora city,94.7,40833
KS,Leon city,88.2,47750
KS,Leona city,71.4,18250
KS,Leonardville city,95,38333
KS,Leoti city,73,53929
KS,LeRoy city,91.5,50000
KS,Levant CDP,100,38512
KS,Lewis city,71.5,45313
KS,Liberal city,63.7,46516
KS,Liberty city,89,(X)
KS,Liebenthal city,87.5,35500
KS,Lincoln Center city,90.1,40650
KS,Lincolnville city,86.7,54732
KS,Lindsborg city,95.6,57991
KS,Linn city,68,35278
KS,Linn Valley city,90.4,46719
KS,Linwood city,85.1,47083
KS,Little River city,91.2,40139
KS,Logan city,91.7,39063
KS,Lone Elm city,73.9,(X)
KS,Longford city,95.6,(X)
KS,Long Island city,94.4,44375
KS,Longton city,86.9,31447
KS,Lorraine city,91.2,52917
KS,Lost Springs city,81.2,30313
KS,Louisburg city,94.3,51078
KS,Louisville city,80.7,33500
KS,Lowell CDP,80.5,30703
KS,Lucas city,95.3,44167
KS,Luray city,93.6,30714
KS,Lyndon city,89.7,56477
KS,Lyons city,83,51250
KS,McConnell AFB CDP,93.1,37174
KS,McCracken city,93.3,28750
KS,McCune city,93.4,30357
KS,McDonald city,85.2,22434
KS,McFarland city,89,53750
KS,Macksville city,77.9,40556
KS,McLouth city,93.4,49318
KS,McPherson city,94.4,53566
KS,Madison city,89.7,33636
KS,Mahaska city,100,51563
KS,Maize city,96.5,69855
KS,Manchester city,91,28571
KS,Manhattan city,95.1,43104
KS,Mankato city,90.5,40156
KS,Manter city,91,43889
KS,Maple Hill city,97.3,65469
KS,Mapleton city,87,43750
KS,Marienthal CDP,68.8,47500
KS,Marion city,83,36204
KS,Marquette city,89.9,46071
KS,Marysville city,95.2,41086
KS,Matfield Green city,72.7,36250
KS,Mayetta city,88.9,49861
KS,Mayfield city,82.3,38333
KS,Meade city,91.8,52284
KS,Medicine Lodge city,91.6,54125
KS,Melvern city,86.8,38125
KS,Menlo city,84.6,55000
KS,Meriden city,94.6,64643
KS,Merriam city,94.3,56914
KS,Milan city,74.1,28750
KS,Mildred city,66.7,35000
KS,Milford city,96.8,34306
KS,Milton CDP,81.6,(X)
KS,Miltonvale city,90,32386
KS,Minneapolis city,91.3,44408
KS,Minneola city,86.3,38804
KS,Mission city,95,55234
KS,Mission Hills city,99.8,229625
KS,Mission Woods city,99.3,131875
KS,Moline city,90.2,26125
KS,Montezuma city,59,56719
KS,Moran city,87.2,37875
KS,Morganville city,91.7,38750
KS,Morland city,98.8,(X)
KS,Morrill city,87,51719
KS,Morrowville city,80.2,40250
KS,Moscow city,82.1,56563
KS,Mound City city,92.5,38839
KS,Moundridge city,87.7,44886
KS,Mound Valley city,83.3,35750
KS,Mount Hope city,90.1,51250
KS,Mulberry city,83.4,27955
KS,Mullinville city,89.2,43750
KS,Mulvane city,96.7,67367
KS,Munden city,92.9,37188
KS,Munjor CDP,89.4,56932
KS,Muscotah city,91.7,35714
KS,Narka city,92.6,25000
KS,Nashville city,98,41250
KS,Natoma city,86.5,31964
KS,Neodesha city,81.6,36654
KS,Neosho Falls city,78.9,31458
KS,Neosho Rapids city,84.7,37625
KS,Ness City city,91.6,47969
KS,Netawaka city,88.7,47500
KS,New Albany city,73.9,(X)
KS,New Cambria city,81.8,55625
KS,New Strawn city,98.6,85000
KS,Newton city,88.1,45266
KS,Nickerson city,88.1,41576
KS,Niotaze city,86.3,44167
KS,Norcatur city,83.6,32614
KS,North Newton city,95.1,56953
KS,Norton city,86.8,43523
KS,Nortonville city,89.8,58000
KS,Norwich city,95.2,51250
KS,Oak Hill city,94.4,"2,500-"
KS,Oaklawn-Sunview CDP,77.6,26578
KS,Oakley city,95.2,45500
KS,Oberlin city,91.8,36417
KS,Odin CDP,95.5,(X)
KS,Offerle city,88.5,42361
KS,Ogden city,85.5,33481
KS,Oketo city,96.3,50625
KS,Olathe city,94,77335
KS,Olivet city,96.7,48750
KS,Olmitz city,80.7,48125
KS,Olpe city,94.9,49762
KS,Olsburg city,95,48750
KS,Onaga city,93.5,44904
KS,Oneida city,79.2,41563
KS,Osage City city,90,36023
KS,Osawatomie city,93.6,38750
KS,Osborne city,87.6,36908
KS,Oskaloosa city,92.3,55278
KS,Oswego city,90.8,41172
KS,Otis city,87.4,41000
KS,Ottawa city,90,42760
KS,Overbrook city,89.3,51563
KS,Overland Park city,96.6,72463
KS,Oxford city,96,53854
KS,Ozawkie city,96.4,69000
KS,Palco city,96.3,28250
KS,Palmer city,77.1,39000
KS,Paola city,94,47056
KS,Paradise city,100,46042
KS,Park city,74.3,25500
KS,Park City city,90.2,58719
KS,Parker city,85.9,53646
KS,Parkerfield city,92.8,62083
KS,Parkerville city,97.6,34750
KS,Parsons city,87.1,35818
KS,Partridge city,72.6,46250
KS,Pawnee Rock city,89,30750
KS,Paxico city,94.8,46250
KS,Peabody city,91.5,31250
KS,Penalosa city,100,(X)
KS,Perry city,94.4,57813
KS,Peru city,75,31250
KS,Phillipsburg city,89.7,41546
KS,Piqua CDP,97.2,12009
KS,Pittsburg city,89.5,32374
KS,Plains city,68.6,50000
KS,Plainville city,91.7,45500
KS,Pleasanton city,89.1,29107
KS,Plevna city,96.9,45313
KS,Pomona city,93.2,34271
KS,Portis city,86.9,27292
KS,Potwin city,92.8,42368
KS,Powhattan city,86.7,30833
KS,Prairie View city,92.7,55893
KS,Prairie Village city,98.6,80584
KS,Pratt city,88.6,45494
KS,Prescott city,83.9,27500
KS,Preston city,89.2,36875
KS,Pretty Prairie city,90.2,33750
KS,Princeton city,83.4,41875
KS,Protection city,84.5,45833
KS,Quenemo city,75.6,23958
KS,Quinter city,95.4,46989
KS,Radium city,96.3,58750
KS,Ramona city,76.1,21071
KS,Randall city,93,41346
KS,Randolph city,99.1,48750
KS,Ransom city,94.7,36964
KS,Rantoul city,83.5,39922
KS,Raymond city,92.5,58125
KS,Reading city,83.3,38393
KS,Redfield city,82.7,36250
KS,Republic city,89.6,27500
KS,Reserve city,65.5,19500
KS,Rexford city,85.7,45625
KS,Richfield city,96.4,84375
KS,Richmond city,90.8,46607
KS,Riley city,92.5,43382
KS,Riverton CDP,94.8,39831
KS,Robinson city,91.3,34688
KS,Roeland Park city,96.6,64600
KS,Rolla city,84.2,54583
KS,Rosalia CDP,81.3,62917
KS,Rose Hill city,93.2,72813
KS,Roseland city,83.7,28750
KS,Rossville city,89.3,51477
KS,Roxbury CDP,70.2,-
KS,Rozel city,89.1,51042
KS,Rush Center city,90.1,48333
KS,Russell city,87,37027
KS,Russell Springs city,100,16250
KS,Sabetha city,88.5,43043
KS,St. Francis city,90.8,38036
KS,St. George city,95.1,60250
KS,St. John city,85.2,52500
KS,St. Marys city,95.9,47672
KS,St. Paul city,90.1,50469
KS,Salina city,88.7,44710
KS,Satanta city,72.1,53750
KS,Savonburg city,78.9,29583
KS,Sawyer city,91.2,32361
KS,Scammon city,84.1,36389
KS,Scandia city,90.4,41250
KS,Schoenchen city,94.7,60000
KS,Scott City city,83.4,50800
KS,Scottsville city,70,(X)
KS,Scranton city,85,49167
KS,Sedan city,85.4,33750
KS,Sedgwick city,94,64167
KS,Selden city,93,46250
KS,Seneca city,89.5,38611
KS,Severance city,84.2,41250
KS,Severy city,86.9,26389
KS,Seward city,84.8,36875
KS,Sharon city,85.8,50313
KS,Sharon Springs city,86.6,33417
KS,Shawnee city,94.7,77271
KS,Silver Lake city,97.2,60938
KS,Simpson city,91.1,47083
KS,Smith Center city,91.4,37586
KS,Smolan city,90.9,42500
KS,Soldier city,90.4,17750
KS,Solomon city,89.8,50313
KS,South Haven city,83.9,43750
KS,South Hutchinson city,81.6,34568
KS,Spearville city,92.2,60833
KS,Speed city,93.8,71250
KS,Spivey city,78,31250
KS,Spring Hill city,95.3,64973
KS,Stafford city,88.1,36016
KS,Stark city,94.9,23000
KS,Sterling city,91.7,43472
KS,Stockton city,92.5,38393
KS,Strong City city,86.5,32159
KS,Sublette city,83.4,61719
KS,Summerfield city,91,35357
KS,Sun City city,89.5,(X)
KS,Susank city,87.5,41250
KS,Sylvan Grove city,92.9,37375
KS,Sylvia city,79.2,30750
KS,Syracuse city,77,44107
KS,Talmage CDP,100,53977
KS,Tampa city,94.6,50000
KS,Tescott city,94.5,45455
KS,Thayer city,95,40000
KS,Timken city,87.5,28750
KS,Tipton city,98.1,47500
KS,Tonganoxie city,92.1,46994
KS,Topeka city,88.6,42250
KS,Toronto city,93.4,22500
KS,Towanda city,96.1,49470
KS,Tribune city,89.1,50682
KS,Troy city,90,43417
KS,Turon city,74.1,28125
KS,Tyro city,86.1,54632
KS,Udall city,87.8,45852
KS,Ulysses city,70.2,54130
KS,Uniontown city,91.4,33750
KS,Utica city,89.8,25313
KS,Valley Center city,95,59556
KS,Valley Falls city,87.5,37847
KS,Vassar CDP,94.9,54375
KS,Vermillion city,85.7,26944
KS,Victoria city,95.7,47868
KS,Vining city,100,50625
KS,Viola city,85.9,55000
KS,Virgil city,61.5,26875
KS,Wakarusa CDP,92.3,38321
KS,WaKeeney city,92.2,50444
KS,Wakefield city,97.5,64167
KS,Waldo city,92.5,41250
KS,Waldron city,85.7,(X)
KS,Wallace city,100,29500
KS,Walnut city,77.2,26944
KS,Walton city,93.8,46458
KS,Wamego city,96.9,51430
KS,Washington city,93.2,42500
KS,Waterville city,95.1,46136
KS,Wathena city,88,47500
KS,Waverly city,91.2,37969
KS,Webber city,90,31250
KS,Weir city,84.1,36250
KS,Welda CDP,100,(X)
KS,Wellington city,91.5,43369
KS,Wellsville city,95.7,48350
KS,Weskan CDP,93.1,56667
KS,West Mineral city,81.9,34167
KS,Westmoreland city,92.4,43269
KS,Westphalia city,86.6,34625
KS,Westwood city,96.6,82143
KS,Westwood Hills city,98.5,124250
KS,Wetmore city,96.3,43500
KS,Wheaton city,94.9,74375
KS,White City city,90.8,46250
KS,White Cloud city,83.3,31528
KS,Whitewater city,90.7,50156
KS,Whiting city,90.2,34500
KS,Wichita city,87.5,45947
KS,Willard city,89.8,45000
KS,Williamsburg city,83.3,40694
KS,Willis city,100,50625
KS,Willowbrook city,93.9,120000
KS,Wilmore city,100,40625
KS,Wilroads Gardens CDP,53,56696
KS,Wilsey city,89.3,37500
KS,Wilson city,89.9,39583
KS,Winchester city,85,42813
KS,Windom city,84.6,39375
KS,Winfield city,89.8,41577
KS,Winona city,93.2,58000
KS,Woodbine city,74.4,50000
KS,Woodston city,72,26786
KS,Wright CDP,69.4,53906
KS,Yates Center city,92.4,30433
KS,Yoder CDP,86.5,93068
KS,Zenda city,82.5,61250
KS,Zurich city,91.7,31875
KS,Adairville city,72.8,31495
KY,Ages CDP,53.1,24179
KY,Albany city,64.5,19238
KY,Alexandria city,93.5,68200
KY,Allen city,62.4,(X)
KY,Allensville city,83.9,28125
KY,Anchorage city,99.6,160000
KY,Annville CDP,68.2,(X)
KY,Anthoston CDP,100,(X)
KY,Arjay CDP,56.7,12609
KY,Arlington city,72,22202
KY,Artemus CDP,75.8,52976
KY,Ashland city,89.3,39208
KY,Auburn city,75.7,28819
KY,Audubon Park city,97.2,94943
KY,Augusta city,77.5,31389
KY,Auxier CDP,95.6,36103
KY,Bancroft city,99.7,86875
KY,Bandana CDP,100,36202
KY,Barbourmeade city,98.3,94583
KY,Barbourville city,78.7,31708
KY,Bardstown city,85.6,35825
KY,Bardwell city,77,29044
KY,Barlow city,80.7,25000
KY,Beattyville city,66.8,16250
KY,Beaver Dam city,72.3,36786
KY,Bedford city,78.8,20833
KY,Beech Grove CDP,74.2,(X)
KY,Beechmont CDP,70.8,34766
KY,Beechwood Village city,97.4,69000
KY,Belfry CDP,78.2,42188
KY,Bellefonte city,96,112083
KY,Bellemeade city,98.8,74167
KY,Belleview CDP,88.9,55375
KY,Bellevue city,90.6,52233
KY,Bellewood city,100,106750
KY,Benham city,82.8,35446
KY,Benton city,85.8,38241
KY,Berea city,86.5,39906
KY,Berry city,70,55917
KY,Betsy Layne CDP,100,(X)
KY,Big Clifty CDP,78.2,40441
KY,Blackey city,77.1,21382
KY,Blaine city,59.6,24375
KY,Blandville city,52.6,-
KY,Bloomfield city,76.5,37917
KY,Blue Ridge Manor city,97.6,54500
KY,Bonnieville city,70.9,28906
KY,Booneville city,80.6,12083
KY,Boston CDP,55.7,55625
KY,Bowling Green city,84.8,35604
KY,Bradfordsville city,86,27500
KY,Brandenburg city,86.3,38243
KY,Breckinridge Center CDP,63.8,22247
KY,Bremen city,89.1,33125
KY,Briarwood city,93.6,45833
KY,Brodhead city,63,20379
KY,Broeck Pointe city,99,107917
KY,Bromley city,79.3,35000
KY,Brooks CDP,80,41215
KY,Brooksville city,81.3,21786
KY,Brownsboro Farm city,98.8,86000
KY,Brownsboro Village city,98.9,72917
KY,Brownsville city,64.3,21063
KY,Buckhorn city,98.3,38750
KY,Buckner CDP,80.3,115139
KY,Buffalo CDP,81.5,50938
KY,Burgin city,75.5,34688
KY,Burkesville city,70.5,19403
KY,Burlington CDP,94,69932
KY,Burna CDP,94.6,52193
KY,Burnside city,76.8,31196
KY,Butler city,77.6,29375
KY,Cadiz city,76.9,29565
KY,Calhoun city,75.3,28750
KY,California city,75.7,75625
KY,Calvert City city,86,42604
KY,Camargo city,73.2,36786
KY,Cambridge city,92.9,51250
KY,Campbellsburg city,86.8,41818
KY,Campbellsville city,81.9,28673
KY,Campton city,80.6,15357
KY,Caneyville city,70.3,27946
KY,Cannonsburg CDP,79.9,34815
KY,Carlisle city,79.1,26607
KY,Carrollton city,81.1,39784
KY,Carrsville city,78.1,31000
KY,Catlettsburg city,81.4,28165
KY,Cave City city,82.7,29821
KY,Cawood CDP,54.2,21071
KY,Cayce CDP,24,66146
KY,Cecilia CDP,78.8,(X)
KY,Centertown city,72.8,34118
KY,Central City city,78.9,33018
KY,Cerulean CDP,87.6,31571
KY,Chaplin CDP,81.2,31094
KY,Clarkson city,73.3,22500
KY,Claryville CDP,90.2,71677
KY,Clay city,81.3,41199
KY,Clay City city,58.4,16250
KY,Cleaton CDP,59.4,(X)
KY,Clinton city,72,25391
KY,Cloverport city,74,24355
KY,Coal Run Village city,84.2,37019
KY,Coldiron CDP,84.1,(X)
KY,Cold Spring city,95,63354
KY,Coldstream city,98.4,82443
KY,Columbia city,73.2,25433
KY,Columbus city,82.5,36250
KY,Combs CDP,17.6,28571
KY,Concord city,75,(X)
KY,Corbin city,81.9,29889
KY,Corinth city,76.8,21786
KY,Corydon city,78.3,39375
KY,Covington city,83,35664
KY,Coxton CDP,79.6,24125
KY,Crab Orchard city,71.4,22072
KY,Crayne CDP,89.5,58233
KY,Creekside city,100,92188
KY,Crescent Springs city,88,53405
KY,Crestview city,95.6,53977
KY,Crestview Hills city,98.4,71976
KY,Crestwood city,94.1,82773
KY,Crittenden city,88.2,42336
KY,Crofton city,78.3,33646
KY,Crossgate city,97.8,99286
KY,Cumberland city,71.4,21863
KY,Cunningham CDP,86.5,40278
KY,Cynthiana city,84.1,27518
KY,Danville city,86.9,37311
KY,Dawson Springs city,83.8,24722
KY,Dayton city,83,35794
KY,Dexter CDP,81.4,70303
KY,Diablock CDP,78.6,(X)
KY,Dixon city,75.2,41809
KY,Doe Valley CDP,95.5,66518
KY,Douglass Hills city,93.2,66125
KY,Dover city,80.9,44531
KY,Drakesboro city,78.6,46250
KY,Druid Hills city,98.2,101875
KY,Dry Ridge city,83.1,34213
KY,Dunmor CDP,63.2,23958
KY,Dwale CDP,90,23750
KY,Dycusburg city,-,-
KY,Earlington city,84.2,37632
KY,East Bernstadt CDP,65.5,29013
KY,Eddyville city,82.4,28594
KY,Edgewood city,97,85412
KY,Edmonton city,73.3,21649
KY,Ekron city,96.5,31300
KY,Elizabethtown city,88.3,44568
KY,Elizaville CDP,83.4,(X)
KY,Elk Creek CDP,97.7,94688
KY,Elkhorn City city,66.8,24758
KY,Elkton city,81.7,29609
KY,Elsmere city,83.9,46642
KY,Eminence city,75.7,31856
KY,Emlyn CDP,94.7,41250
KY,Erlanger city,91.4,54964
KY,Eubank city,84.3,28125
KY,Evarts city,58.2,19844
KY,Ewing city,74.6,30625
KY,Ezel CDP,60.6,21250
KY,Fairfield city,81.2,43542
KY,Fairview CDP,57.4,69141
KY,Fairview city,89,56406
KY,Falmouth city,72.9,35313
KY,Fancy Farm CDP,92.2,40781
KY,Farley CDP,75.9,37633
KY,Farmers CDP,67.1,26406
KY,Farmington CDP,81.6,(X)
KY,Ferguson city,84.5,37813
KY,Fincastle city,92.8,75556
KY,Flat Lick CDP,57.8,30793
KY,Flatwoods city,90.1,41845
KY,Fleming-Neon city,62.3,20917
KY,Flemingsburg city,75.7,24535
KY,Florence city,89.8,52053
KY,Fordsville city,73.6,23750
KY,Forest Hills city,95.5,65625
KY,Fort Campbell North CDP,94.1,37941
KY,Fort Knox CDP,96,51820
KY,Fort Mitchell city,95.4,61090
KY,Fort Thomas city,94.8,64146
KY,Fort Wright city,96.3,65774
KY,Fountain Run city,71.2,29375
KY,Fox Chase city,90,77500
KY,Francisville CDP,97.6,105029
KY,Frankfort city,85.9,41401
KY,Franklin city,80.7,31629
KY,Fredonia city,87.7,43750
KY,Freeburn CDP,91,(X)
KY,Frenchburg city,64.9,17813
KY,Fulton city,79.3,24943
KY,Gamaliel city,80.3,29722
KY,Garrison CDP,88.2,28261
KY,Georgetown city,89.8,59661
KY,Germantown city,82.2,50536
KY,Ghent city,84.8,48409
KY,Gilbertsville CDP,87.1,(X)
KY,Glasgow city,79.1,27555
KY,Glencoe city,75.8,49583
KY,Glenview city,100,233036
KY,Glenview Hills city,100,117500
KY,Glenview Manor city,98.6,70417
KY,Goose Creek city,98.6,84250
KY,Goshen city,95.8,79559
KY,Gracey CDP,100,-
KY,Grand Rivers city,86.7,48750
KY,Gratz city,67.4,27500
KY,Graymoor-Devondale city,96.1,68241
KY,Grayson city,87.9,34357
KY,Greensburg city,79,26293
KY,Green Spring city,98.1,93750
KY,Greenup city,85.5,40000
KY,Greenville city,74.8,39891
KY,Guthrie city,76.9,25882
KY,Hanson city,83,42333
KY,Hardin city,79.8,27266
KY,Hardinsburg city,83.5,40045
KY,Hardyville CDP,70,53438
KY,Harlan city,81.3,25769
KY,Harrodsburg city,79.4,30240
KY,Hartford city,79.9,32411
KY,Hawesville city,84.8,42865
KY,Hazard city,78.1,31714
KY,Hazel city,84.1,36250
KY,Hazel Green CDP,81,26728
KY,Hebron CDP,96.3,72389
KY,Hebron Estates city,86,61339
KY,Henderson city,84.8,34879
KY,Hendron CDP,93,52448
KY,Heritage Creek city,80.6,58194
KY,Hickman city,67.1,19348
KY,Hickory CDP,100,36042
KY,Hickory Hill city,99,88125
KY,High Bridge CDP,81.7,58968
KY,Highland Heights city,91.9,51806
KY,Hills and Dales city,98.4,118750
KY,Hillview city,85.6,46477
KY,Hindman city,74.5,23250
KY,Hiseville CDP,58.6,29531
KY,Hodgenville city,74.5,29698
KY,Hollow Creek city,96.1,73438
KY,Hollyvilla city,84,37500
KY,Hopkinsville city,84.9,34614
KY,Horse Cave city,72.3,24167
KY,Houston Acres city,94.3,62375
KY,Hunters Hollow city,80.2,55625
KY,Hurstbourne city,96,107991
KY,Hurstbourne Acres city,95.4,52011
KY,Hustonville city,85.2,32115
KY,Hyden city,64.8,20417
KY,Independence city,89.8,65653
KY,Indian Hills city,98.9,148750
KY,Inez city,61.7,22500
KY,Ironville CDP,100,(X)
KY,Irvine city,68.8,21875
KY,Irvington city,79.4,27083
KY,Island city,76.4,35938
KY,Jackson city,70.9,25217
KY,Jamestown city,68.5,22083
KY,Jeff CDP,78,(X)
KY,Jeffersontown city,93.4,61069
KY,Jeffersonville city,71.8,28293
KY,Jenkins city,76.2,29211
KY,Junction City city,83.3,31766
KY,Kenton Vale city,82.2,35938
KY,Kenvir CDP,63.7,14464
KY,Kevil city,88.5,40781
KY,Kingsley city,98.6,93194
KY,Kuttawa city,86.1,51344
KY,La Center city,77.9,32083
KY,LaFayette city,76.4,32500
KY,La Grange city,90.4,54696
KY,Lakeside Park city,95.1,61319
KY,Lakeview Heights city,96.3,88750
KY,Lancaster city,70.3,29542
KY,Langdon Place city,96.3,91250
KY,Lawrenceburg city,87.9,51303
KY,Lebanon city,76.3,25559
KY,Lebanon Junction city,86.9,43750
KY,Ledbetter CDP,95.3,42257
KY,Leitchfield city,75.8,27910
KY,Lewisburg city,79.4,32500
KY,Lewisport city,86.4,41023
KY,Lexington-Fayette urban county,89.8,49778
KY,Liberty city,70.2,22788
KY,Lincolnshire city,98.1,70000
KY,Livermore city,83,32714
KY,Livingston city,62.5,12115
KY,London city,76.4,31178
KY,Loretto city,81,38750
KY,Louisa city,78.5,22667
